trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1761796920_5..S32R,024200_5..S32R,5,1,1761796920,05 0402  DYR/180,1761812036,1761812039,911,0,0
1761796950_7..S,024250_7..S,7,1,1761796950,07 0402+ WPT/34H,1761813572,1761813575,1440,0,0
1761796980_5..N32R,024300_5..N32R,5,0,1761796980,05 0403  180/DYR,1761812084,1761812087,927,0,0
1761797070_3..S88X001,024450_3..S88X001,3,1,1761797070,03 0404+ 148/34S,1761813107,1761813110,1176,0,0
1761797100_3..N90X001,024500_3..N90X001,3,0,1761797100,03 0405  34S/148,1761813107,1761813110,1176,0,0
1761797100_7..N,024500_7..N,7,0,1761797100,07 0405 34H/WPT,1761813689,1761813692,1362,0,0
1761797130_1..S03R,024550_1..S03R,1,1,1761797130,01 0405+ 242/SFT,1761814847,1761814850,1764,0,0
1761797340_2..S08R,024900_2..S08R,2,1,1761797340,02 0409  241/FLA,1761817991,1761817994,2952,0,0
1761797370_4..S13R,024950_4..S13R,4,1,1761797370,04 0409+ WDL/NLT,1761817250,1761817253,2564,0,0
1761797460_4..N13X006,025100_4..N13X006,4,0,1761797460,04 0411  ATL/WDL,1761815987,1761815990,2067,0,0
1761797550_6..N01R,025250_6..N01R,6,0,1761797550,06 0412+ BBR/PEL,1761815978,1761815981,2063,0,0
1761797610_2..N08R,025350_2..N08R,2,0,1761797610,02 0413+ FLA/241,1761818549,1761818552,3060,0,0
1761797670_1..N03R,025450_1..N03R,1,0,1761797670,01 0414+ SFT/242,1761815528,1761815531,1794,0,0
1761797700_6..S01X014,025500_6..S01X014,6,1,1761797700,06 0415  PEL/BBR,1761815444,1761815447,1766,0,0
1761798090_4..S13R,026150_4..S13R,4,1,1761798090,04 0421+ WDL/NLT,1761818000,1761818003,2656,0,0
1761798120_5..S32R,026200_5..S32R,5,1,1761798120,05 0422  DYR/180,1761813197,1761813200,907,0,0
1761798150_7..S,026250_7..S,7,1,1761798150,07 0422+ WPT/34H,1761814544,1761814547,1340,0,0
1761798180_5..N32R,026300_5..N32R,5,0,1761798180,05 0423  180/DYR,1761813377,1761813380,971,0,0
1761798240_2..S08R,026400_2..S08R,2,1,1761798240,02 0424  241/FLA,1761818834,1761818834,2962,0,0
1761798270_3..S88X001,026450_3..S88X001,3,1,1761798270,03 0424+ 148/34S,1761814307,1761814310,1181,0,0
1761798300_3..N90X001,026500_3..N90X001,3,0,1761798300,03 0425  34S/148,1761814277,1761814280,1171,0,0
1761798300_7..N,026500_7..N,7,0,1761798300,07 0425 34H/MST,1761815162,1761815165,1376,0,0
1761798330_1..S03R,026550_1..S03R,1,1,1761798330,01 0425+ 242/SFT,1761812078,1761812081,426,0,0
1761798600_6..S01X014,027000_6..S01X014,6,1,1761798600,06 0430  PEL/BBR,1761816755,1761816758,1972,0,0
1761798750_6..N01R,027250_6..N01R,6,0,1761798750,06 0432+ BBR/PEL,1761817040,1761817043,2085,0,0
1761798810_2..N08R,027350_2..N08R,2,0,1761798810,02 0433+ FLA/241,1761819443,1761819446,2969,0,0
1761798870_1..N03R,027450_1..N03R,1,0,1761798870,01 0434+ SFT/242,1761816536,1761816539,1786,0,0
1761799110_4..S01R,027850_4..S01R,4,1,1761799110,04 0438+ WDL/NLT,1761818270,1761818273,2459,0,0
1761799140_2..S01R,027900_2..S01R,2,1,1761799140,<2 0439  241/FLA,1761817565,1761817568,2188,0,0
1761799140_7..S,027900_7..S,7,1,1761799140,07 0439 WPT/34H,1761815471,1761815474,1340,0,0
1761799260_4..N13X006,028100_4..N13X006,4,0,1761799260,04 0441  ATL/WDL,1761817739,1761817742,1961,0,0
1761799320_5..S32R,028200_5..S32R,5,1,1761799320,05 0442  DYR/180,1761814406,1761814409,915,0,0
1761799320_6..S01R,028200_6..S01R,6,1,1761799320,06 0442  PEL/BBR,1761817514,1761817520,2069,0,0
1761799350_1..S03R,028250_1..S03R,1,1,1761799350,01 0442+ 242/SFT,1761820811,1761820814,3225,0,0
1761799380_5..N32R,028300_5..N32R,5,0,1761799380,05 0443  180/DYR,1761814478,1761814481,940,0,0
1761799470_3..S88X001,028450_3..S88X001,3,1,1761799470,03 0444+ 148/34S,1761815336,1761815339,1130,0,0
1761799500_3..N90X001,028500_3..N90X001,3,0,1761799500,03 0445  34S/148,1761815666,1761815669,1243,0,0
1761799500_7..N,028500_7..N,7,0,1761799500,07 0445 34H/G-C,1761814241,1761814244,823,0,0
1761799710_4..S,028850_4..S,4,1,1761799710,/4 0448+ WDL/NLT,1761819533,1761819536,323,0,0
1761799710_4..S01R,028850_4..S01R,4,1,1761799710,/4 0448+ WDL/NLT,1761818501,1761818504,2345,0,0
