trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1768280400_GS.N01R,030000_GS.N01R,GS,0,1768280400,0S 0500  GCS/TSS,1768298484,1768298491,427,0,0
1768280460_4..N01R,030100_4..N01R,4,0,1768280460,04 0501  NLT/WDL,1768303104,1768303110,1416,0,0
1768280490_3..S01R,030150_3..S01R,3,1,1768280490,03 0501+ 148/NLT,1768302594,1768302600,1257,0,0
1768280550_4..S01X102,030250_4..S01X102,4,1,1768280550,04 0502+ 3AB/NLT,1768302045,1768302051,1147,0,0
1768280580_5..N32R,030300_5..N32R,5,0,1768280580,05 0503  180/DYR,1768299186,1768299189,573,0,0
1768280610_GS.S01R,030350_GS.S01R,GS,1,1768280610,0S 0503+ TSS/GCS,1768298686,1768298691,469,0,0
1768280670_1..N03R,030450_1..N03R,1,0,1768280670,01 0504+ SFT/242,1768302135,1768302141,1103,0,0
1768280700_7..N,030500_7..N,7,0,1768280700,07 0505 34H/MST,1768300761,1768300764,832,0,0
1768280730_3..N90R,030550_3..N90R,3,0,1768280730,03 0505+ 34S/148,1768300095,1768300101,694,0,0
1768280730_6..S01R,030550_6..S01R,6,1,1768280730,06 0505+ PEL/BBR,1768302156,1768302159,1107,0,0
1768280760_4..S05R,030600_4..S05R,4,1,1768280760,04 0506  WDL/UTI,1768302684,1768302690,1213,0,0
1768280940_1..S03R,030900_1..S03R,1,1,1768280940,01 0509  242/SFT,1768302216,1768302219,1119,0,0
1768280940_4..N01X052,030900_4..N01X052,4,0,1768280940,04 0509  MOT/WDL,1768300119,1768300125,699,0,0
1768280970_7..S,030950_7..S,7,1,1768280970,07 0509+ MST/34H,1768301109,1768301115,833,0,0
1768281000_GS.N01R,031000_GS.N01R,GS,0,1768281000,0S 0510  GCS/TSS,1768299081,1768299084,427,0,0
1768281090_3..S88R,031150_3..S88R,3,1,1768281090,03 0511+ 148/34S,1768300314,1768300320,675,0,0
