trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1762232430_7..S,030050_7..S,7,1,1762232430,07 0500+ WPT/34H,1762252263,1762252266,939,0,0
1762232460_4..N,030100_4..N,4,0,1762232460,04 0501  NLT/WDL,1762255164,1762255170,277,0,0
1762232460_4..N01R,030100_4..N01R,4,0,1762232460,04 0501  NLT/WDL,1762254075,1762254078,1431,0,0
1762232490_3..S01R,030150_3..S01R,3,1,1762232490,03 0501+ 148/NLT,1762254303,1762254306,1494,0,0
1762232580_1..N02X002,030300_1..N02X002,1,0,1762232580,01 0503  DYK/242,1762251183,1762251186,663,0,0
1762232580_5..N32R,030300_5..N32R,5,0,1762232580,05 0503  180/DYR,1762251495,1762251498,744,0,0
1762232700_1..S03X037,030500_1..S03X037,1,1,1762232700,01 0505  168/SFT,1762253343,1762253346,1163,0,0
1762232700_7..N,030500_7..N,7,0,1762232700,07 0505 34H/MST,1762252959,1762252965,1097,0,0
1762232730_3..N90R,030550_3..N90R,3,0,1762232730,03 0505+ 34S/148,1762252113,1762252116,836,0,0
1762232730_6..S01R,030550_6..S01R,6,1,1762232730,06 0505+ PEL/BBR,1762254150,1762254153,1378,0,0
1762232760_2..N08R,030600_2..N08R,2,0,1762232760,02 0506  FLA/241,1762256829,1762256835,2007,0,0
1762232940_2..S01R,030900_2..S01R,2,1,1762232940,02 0509  241/FLA,1762256538,1762256544,1949,0,0
1762232970_7..S,030950_7..S,7,1,1762232970,07 0509+ MST/34H,1762253235,1762253238,1097,0,0
1762233000_4..S05R,031000_4..S05R,4,1,1762233000,04 0510  WDL/UTI,1762254954,1762254960,1184,0,0
1762233000_6..N01R,031000_6..N01R,6,0,1762233000,06 0510  BBR/PEL,1762254723,1762254726,1453,0,0
1762233090_3..S88R,031150_3..S88R,3,1,1762233090,03 0511+ 148/34S,1762252503,1762252506,867,0,0
1762233120_5..S03R,031200_5..S03R,5,1,1762233120,05 0512  DYR/FLA,1762255905,1762255908,1736,0,0
1762233150_5..S02R,031250_5..S02R,5,1,1762233150,05 0512+ 180/FLA,1762255305,1762255308,1521,0,0
1762233180_4..N01R,031300_4..N01R,4,0,1762233180,04 0513  NLT/WDL,1762250541,1762251183,354,0,0
1762233360_6..S01R,031600_6..S01R,6,1,1762233360,06 0516  PEL/BBR,1762254750,1762254753,980,0,0
1762233360_7..S,031600_7..S,7,1,1762233360,07 0516 MST/34H,1762253481,1762253484,1058,0,0
1762233420_1..S03R,031700_1..S03R,1,1,1762233420,01 0517  242/SFT,1762254705,1762254708,1376,0,0
1762233450_3..S01R,031750_3..S01R,3,1,1762233450,03 0517+ 148/NLT,1762255515,1762255518,1553,0,0
1762233450_4..N,031750_4..N,4,0,1762233450,04 0517+ NLT/WDL,1762256373,1762256379,268,0,0
1762233450_4..N01R,031750_4..N01R,4,0,1762233450,04 0517+ NLT/WDL,1762255218,1762255221,1233,0,0
1762233660_2..N01R,032100_2..N01R,2,0,1762233660,02 0521  FLA/241,1762257258,1762257264,1878,0,0
1762233660_2..S01R,032100_2..S01R,2,1,1762233660,02 0521  241/FLA,1762257039,1762257045,1833,0,0
