trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1767243600_7..S,030000_7..S,7,1,1767243600,07 0500 MST/34H,1767263614,1767263620,841,0,0
1767243600_GS.N01R,030000_GS.N01R,GS,0,1767243600,0S 0500  GCS/TSS,1767261676,1767261679,409,0,0
1767243720_5..S32R,030200_5..S32R,5,1,1767243720,05 0502  DYR/180,1767262405,1767262411,561,0,0
1767243750_2..S08R,030250_2..S08R,2,1,1767243750,02 0502+ 241/FLA,1767267364,1767267370,1578,0,0
1767243780_3..S88R,030300_3..S88R,3,1,1767243780,03 0503  148/34S,1767262945,1767262951,679,0,0
1767243780_5..N32R,030300_5..N32R,5,0,1767243780,05 0503  180/DYR,1767262405,1767262411,560,0,0
1767243810_7..N,030350_7..N,7,0,1767243810,07 0503+ 34H/MST,1767315679,1767315685,11544,0,0
1767243840_GS.S01R,030400_GS.S01R,GS,1,1767243840,0S 0504  TSS/GCS,1767261904,1767261910,458,0,0
1767243900_3..N90R,030500_3..N90R,3,0,1767243900,03 0505  34S/148,1767263269,1767263275,687,0,0
1767243960_1..S03R,030600_1..S03R,1,1,1767243960,01 0506  242/SFT,1767265354,1767265360,1116,0,0
1767244110_4..N13R,030850_4..N13R,4,0,1767244110,04 0508+ NLT/WDL,1767268285,1767268291,1659,0,0
1767244200_GS.N01R,031000_GS.N01R,GS,0,1767244200,0S 0510  GCS/TSS,1767262294,1767262300,418,0,0
1767244290_2..N08R,031150_2..N08R,2,0,1767244290,02 0511+ FLA/241,1767268666,1767268671,1728,0,0
1767244320_1..N03R,031200_1..N03R,1,0,1767244320,01 0512  SFT/242,1767265795,1767265801,1144,0,0
1767244350_6..N01R,031250_6..N01R,6,1,1767244350,06 0512+ BBR/PEL,1767266191,1767266194,1223,0,0
1767244350_7..N,031250_7..N,7,0,1767244350,07 0512+ 34H/MST,1767264505,1767264511,738,0,0
1767244440_4..S13R,031400_4..S13R,4,1,1767244440,04 0514  WDL/NLT,1767268054,1767268056,1597,0,0
1767244440_GS.S01R,031400_GS.S01R,GS,1,1767244440,0S 0514  TSS/GCS,1767262516,1767262519,466,0,0
1767244710_2..S08R,031850_2..S08R,2,1,1767244710,02 0518+ 241/FLA,1767268626,1767268630,1660,0,0
1767244770_6..S01R,031950_6..S01R,6,1,1767244770,06 0519+ PEL/BBR,1767266230,1767266236,1108,0,0
1767244800_7..S,032000_7..S,7,1,1767244800,07 0520 MST/34H,1767264769,1767264775,834,0,0
1767244800_GS.N01R,032000_GS.N01R,GS,0,1767244800,0S 0520  GCS/TSS,1767262906,1767262909,429,0,0
1767244920_5..S32R,032200_5..S32R,5,1,1767244920,05 0522  DYR/180,1767263629,1767263635,581,0,0
1767244980_3..S88R,032300_3..S88R,3,1,1767244980,03 0523  148/34S,1767264274,1767264280,717,0,0
1767244980_5..N32R,032300_5..N32R,5,0,1767244980,05 0523  180/DYR,1767263815,1767263821,619,0,0
1767245040_GS.S01R,032400_GS.S01R,GS,1,1767245040,0S 0524  TSS/GCS,1767263110,1767263116,472,0,0
1767245100_3..N90R,032500_3..N90R,3,0,1767245100,03 0525  34S/148,1767264469,1767264475,692,0,0
