trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1758859200_7..S,024000_7..S,7,1,1758859200,07 0400 MST/34H,1758876001,1758876004,1205,0,0
1758859320_5..S32R,024200_5..S32R,5,1,1758859320,05 0402  DYR/180,1758874435,1758874439,812,0,0
1758859380_5..N32R,024300_5..N32R,5,0,1758859380,05 0403  180/DYR,1758874465,1758874469,820,0,0
1758859470_3..S88R,024450_3..S88R,3,1,1758859470,03 0404+ 148/34S,1758875341,1758875344,955,0,0
1758859530_1..S03R,024550_1..S03R,1,1,1758859530,01 0405+ 242/SFT,1758877360,1758877363,1499,0,0
1758859530_3..N90R,024550_3..N90R,3,0,1758859530,03 0405+ 34S/148,1758875311,1758875314,947,0,0
1758859740_2..S08R,024900_2..S08R,2,1,1758859740,02 0409  241/FLA,1758880063,1758880066,2214,0,0
1758859770_4..S13R,024950_4..S13R,4,1,1758859770,04 0409+ WDL/NLT,1758879793,1758879796,1844,0,0
1758859830_7..N,025050_7..N,7,0,1758859830,07 0410+ 34H/MST,1758876355,1758876359,1151,0,0
1758859860_4..N,025100_4..N,4,0,1758859860,E4 0411  ATL/WDL,1758878053,1758878056,621,0,0
1758859860_4..N13X006,025100_4..N13X006,4,0,1758859860,04 0411  ATL/WDL,1758875725,1758875729,959,0,0
1758859950_6..N,025250_6..N,6,0,1758859950,E6 0412+ BBR/PEL,1758877993,1758877996,737,0,0
1758859950_6..N01R,025250_6..N01R,6,0,1758859950,06 0412+ BBR/PEL,1758875230,1758875234,827,0,0
1758860010_2..N08R,025350_2..N08R,2,0,1758860010,02 0413+ FLA/241,1758880393,1758880396,2212,0,0
1758860070_1..N03R,025450_1..N03R,1,0,1758860070,01 0414+ SFT/242,1758877993,1758877996,1465,0,0
1758860100_6..S01X014,025500_6..S01X014,6,1,1758860100,06 0415  PEL/BBR,1758877906,1758877909,1442,0,0
1758860400_7..S,026000_7..S,7,1,1758860400,07 0420 MST/CHS,1758876211,1758876214,929,0,0
1758860490_4..S13R,026150_4..S13R,4,1,1758860490,04 0421+ WDL/NLT,1758880250,1758880255,1969,0,0
1758860520_5..S32R,026200_5..S32R,5,1,1758860520,05 0422  DYR/180,1758875560,1758875564,716,0,0
1758860580_5..N32R,026300_5..N32R,5,0,1758860580,05 0423  180/DYR,1758875701,1758875704,754,0,0
1758860640_2..S08R,026400_2..S08R,2,1,1758860640,02 0424  241/FLA,1758881386,1758881390,2281,0,0
1758860670_3..S88R,026450_3..S88R,3,1,1758860670,03 0424+ 148/34S,1758876541,1758876544,892,0,0
1758860730_1..S03R,026550_1..S03R,1,1,1758860730,01 0425+ 242/SFT,1758878509,1758878515,1458,0,0
1758860730_3..N90R,026550_3..N90R,3,0,1758860730,03 0425+ 34S/148,1758876499,1758876505,881,0,0
1758861000_6..S01X014,027000_6..S01X014,6,1,1758861000,06 0430  PEL/BBR,1758878839,1758878845,1425,0,0
1758861030_7..N,027050_7..N,7,0,1758861030,07 0430+ 34H/MST,1758877591,1758877594,1136,0,0
1758861060_4..N13X006,027100_4..N13X006,4,0,1758861060,04 0431  ATL/WDL,1758879679,1758879685,1649,0,0
1758861150_6..N01R,027250_6..N01R,6,0,1758861150,06 0432+ BBR/PEL,1758879439,1758879445,1585,0,0
1758861210_2..N08R,027350_2..N08R,2,0,1758861210,02 0433+ FLA/241,1758881305,1758881308,2091,0,0
1758861270_1..N03R,027450_1..N03R,1,0,1758861270,01 0434+ SFT/242,1758879013,1758879016,1391,0,0
1758861450_7..S,027750_7..S,7,1,1758861450,07 0437+ MST/34H,1758877804,1758877810,1067,0,0
1758861510_4..S01R,027850_4..S01R,4,1,1758861510,04 0438+ WDL/NLT,1758880633,1758880636,1826,0,0
1758861540_2..S01R,027900_2..S01R,2,1,1758861540,02 0439  241/FLA,1758881735,1758881740,2140,0,0
1758861720_5..S32R,028200_5..S32R,5,1,1758861720,05 0442  DYR/180,1758876811,1758876814,724,0,0
1758861720_7..S,028200_7..S,7,1,1758861720,=7 0442 CHS/34H,1758877066,1758877069,245,0,0
1758861750_1..S03R,028250_1..S03R,1,1,1758861750,01 0442+ 242/SFT,1758879583,1758879586,1463,0,0
1758861780_5..N32R,028300_5..N32R,5,0,1758861780,05 0443  180/DYR,1758876850,1758876853,733,0,0
1758861870_3..S88R,028450_3..S88R,3,1,1758861870,03 0444+ 148/34S,1758877759,1758877765,897,0,0
1758861930_3..N90R,028550_3..N90R,3,0,1758861930,03 0445+ 34S/148,1758878071,1758878074,980,0,0
1758861990_7..S,028650_7..S,7,1,1758861990,07 0446+ MST/34H,1758878434,1758878440,1100,0,0
1758862020_6..S01R,028700_6..S01R,6,1,1758862020,06 0447  PEL/BBR,1758880111,1758880114,1540,0,0
1758862110_4..S01R,028850_4..S01R,4,1,1758862110,04 0448+ WDL/NLT,1758880885,1758880888,1734,0,0
1758862230_7..N,029050_7..N,7,0,1758862230,07 0450+ 34H/MST,1758878824,1758878830,1113,0,0
1758862260_4..N13X006,029100_4..N13X006,4,0,1758862260,04 0451  ATL/WDL,1758880765,1758880768,1622,0,0
1758862350_6..N01R,029250_6..N01R,6,0,1758862350,06 0452+ BBR/PEL,1758880003,1758880006,1415,0,0
1758862410_2..N08R,029350_2..N08R,2,0,1758862410,02 0453+ FLA/241,1758883123,1758883129,2327,0,0
1758862440_2..S01R,029400_2..S01R,2,1,1758862440,02 0454  241/FLA,1758882685,1758882688,2191,0,0
1758862470_1..N03R,029450_1..N03R,1,0,1758862470,01 0454+ SFT/242,1758880114,1758880120,1365,0,0
1758862650_1..S03R,029750_1..S03R,1,1,1758862650,01 0457+ 242/SFT,1758880423,1758880426,1449,0,0
1758862680_4..S37R,029800_4..S37R,4,1,1758862680,04 0458  WDL/BWG,1758879994,1758880000,1333,0,0
1758862680_7..S,029800_7..S,7,1,1758862680,07 0458 MST/34H,1758879265,1758879268,1105,0,0
1758862740_5..S32R,029900_5..S32R,5,1,1758862740,05 0459  DYR/180,1758877921,1758877924,780,0,0
1758862860_4..N,030100_4..N,4,0,1758862860,04 0501  NLT/WDL,1758882313,1758882316,724,0,0
1758862860_4..N01R,030100_4..N01R,4,0,1758862860,04 0501  NLT/WDL,1758879361,1758879364,1084,0,0
1758862890_3..S01R,030150_3..S01R,3,1,1758862890,03 0501+ 148/NLT,1758881405,1758881410,1640,0,0
1758862980_5..N32R,030300_5..N32R,5,0,1758862980,05 0503  180/DYR,1758878083,1758878086,743,0,0
1758863130_3..N90R,030550_3..N90R,3,0,1758863130,03 0505+ 34S/148,1758878839,1758878845,865,0,0
1758863130_6..S01R,030550_6..S01R,6,1,1758863130,06 0505+ PEL/BBR,1758880993,1758880996,1445,0,0
1758863160_2..N08R,030600_2..N08R,2,0,1758863160,02 0506  FLA/241,1758883843,1758883849,2278,0,0
1758863160_4..S05R,030600_4..S05R,4,1,1758863160,04 0506  WDL/UTI,1758881395,1758881398,1556,0,0
1758863340_1..S03R,030900_1..S03R,1,1,1758863340,01 0509  242/SFT,1758881045,1758881050,1460,0,0
1758863340_2..S01R,030900_2..S01R,2,1,1758863340,02 0509  241/FLA,1758883435,1758883438,2171,0,0
1758863370_7..S,030950_7..S,7,1,1758863370,07 0509+ MST/34H,1758879763,1758879766,1018,0,0
1758863400_4..N13X006,031000_4..N13X006,4,0,1758863400,04 0510  ATL/WDL,1758881785,1758881788,1594,0,0
1758863400_7..N,031000_7..N,7,0,1758863400,07 0510 34H/MST,1758880325,1758880330,1170,0,0
1758863430_6..N01R,031050_6..N01R,6,0,1758863430,06 0510+ BBR/PEL,1758881623,1758881626,1538,0,0
1758863460_3..S88R,031100_3..S88R,3,1,1758863460,03 0511  148/34S,1758879109,1758879115,857,0,0
1758863520_5..S03R,031200_5..S03R,5,1,1758863520,05 0512  DYR/FLA,1758882835,1758882838,1918,0,0
1758863580_4..N01R,031300_4..N01R,4,0,1758863580,04 0513  NLT/WDL,1758883945,1758883948,2219,0,0
1758863580_6..S01R,031300_6..S01R,6,1,1758863580,06 0513  PEL/BBR,1758881405,1758881410,1479,0,0
1758863640_4..S06R,031400_4..S06R,4,1,1758863640,04 0514  WDL/UTI,1758881911,1758881914,1632,0,0
1758863670_1..N03R,031450_1..N03R,1,0,1758863670,01 0514+ SFT/242,1758881405,1758881410,1400,0,0
1758863820_1..S03R,031700_1..S03R,1,1,1758863820,01 0517  242/SFT,1758881675,1758881680,1480,0,0
1758863820_3..S01R,031700_3..S01R,3,1,1758863820,03 0517  148/NLT,1758882115,1758882118,1614,0,0
1758863850_7..S,031750_7..S,7,1,1758863850,07 0517+ MST/34H,1758880438,1758880441,1142,0,0
1758863970_6..S,031950_6..S,6,1,1758863970,06 0519+ PEL/BBR,1758882151,1758882154,398,0,0
1758863970_6..S01R,031950_6..S01R,6,1,1758863970,06 0519+ PEL/BBR,1758880561,1758880565,1027,0,0
1758864060_2..N01R,032100_2..N01R,2,0,1758864060,02 0521  FLA/241,1758885154,1758885158,2348,0,0
1758864060_2..S01R,032100_2..S01R,2,1,1758864060,02 0521  241/FLA,1758884323,1758884329,2143,0,0
1758864120_4..S06R,032200_4..S06R,4,1,1758864120,04 0522  WDL/UTI,1758882268,1758882271,1578,0,0
1758864180_5..N32R,032300_5..N32R,5,1,1758864180,05 0523  180/DYR,1758879463,1758879466,790,0,0
1758864210_7..S,032350_7..S,7,1,1758864210,07 0523+ MST/34H,1758880835,1758880840,1120,0,0
1758864240_5..S03R,032400_5..S03R,5,1,1758864240,05 0524  DYR/FLA,1758883585,1758883588,1971,0,0
1758864300_1..S03R,032500_1..S03R,1,1,1758864300,01 0525  242/SFT,1758882073,1758882076,1442,0,0
1758864300_4..N,032500_4..N,4,0,1758864300,/4 0525  NLT/WDL,1758883783,1758883789,1145,0,0
1758864300_4..N01R,032500_4..N01R,4,0,1758864300,/4 0525  NLT/WDL,1758879799,1758879805,801,0,0
1758864330_3..N90R,032550_3..N90R,3,0,1758864330,03 0525+ 34S/148,1758880183,1758880186,903,0,0
1758864330_6..N01R,032550_6..N01R,6,0,1758864330,06 0525+ BBR/PEL,1758882133,1758882136,1191,0,0
1758864420_6..S01R,032700_6..S01R,6,1,1758864420,06 0527  PEL/BBR,1758882421,1758882424,1550,0,0
1758864420_7..N,032700_7..N,7,0,1758864420,07 0527 34H/MST,1758881053,1758881056,1102,0,0
1758864570_4..S37R,032950_4..S37R,4,1,1758864570,04 0529+ WDL/BWG,1758881870,1758881875,1302,0,0
1758864570_7..S,032950_7..S,7,1,1758864570,07 0529+ MST/34H,1758881008,1758881011,1088,0,0
