trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1768798860_1..S52R,030100_1..S52R,1,1,1768798860,01 0501  242/168,1768817666,1768817669,935,0,0
1768798920_5..S32R,030200_5..S32R,5,1,1768798920,05 0502  DYR/180,1768817675,1768817678,938,0,0
1768798950_4..N13X311,030250_4..N13X311,4,0,1768798950,04 0502+ BBR/WDL,1768820249,1768820252,1796,0,0
1768798980_3..S01R,030300_3..S01R,3,1,1768798980,03 0503  148/NLT,1768821047,1768821050,2063,0,0
1768798980_5..N32R,030300_5..N32R,5,0,1768798980,05 0503  180/DYR,1768817606,1768817609,917,0,0
1768799070_1..S12X001,030450_1..S12X001,1,1,1768799070,01 0504+ 137/SFT,1768819148,1768819151,1327,0,0
1768799100_7..N,030500_7..N,7,0,1768799100,07 0505 34H/MST,1768819289,1768819292,1436,0,0
1768799340_4..S13X307,030900_4..S13X307,4,1,1768799340,04 0509  WDL/BBR,1768820312,1768820315,1715,0,0
1768799490_2..N08R,031150_2..N08R,2,0,1768799490,02 0511+ FLA/241,1768823594,1768823597,2704,0,0
1768799520_1..N10R,031200_1..N10R,1,0,1768799520,01 0512  SFT/137,1768819814,1768819817,1447,0,0
1768799520_1..N52R,031200_1..N52R,1,0,1768799520,01 0512  168/242,1768818368,1768818371,965,0,0
1768799520_7..S,031200_7..S,7,1,1768799520,07 0512 MST/34H,1768819553,1768819556,1340,0,0
1768799550_6..N01R,031250_6..N01R,6,0,1768799550,06 0512+ BBR/PEL,1768821158,1768821161,1896,0,0
1768799700_6..S01R,031500_6..S01R,6,1,1768799700,06 0515  PEL/BBR,1768821170,1768821173,1798,0,0
1768799760_1..S52R,031600_1..S52R,1,1,1768799760,01 0516  242/168,1768818647,1768818650,956,0,0
1768799940_2..S01R,031900_2..S01R,2,1,1768799940,02 0519  241/FLA,1768823834,1768823837,2682,0,0
1768799970_3..N01R,031950_3..N01R,3,0,1768799970,03 0519+ NLT/148,1768821917,1768821920,1948,0,0
1768800060_3..S01R,032100_3..S01R,3,1,1768800060,03 0521  148/NLT,1768822049,1768822052,1992,0,0
1768800120_1..S12X001,032200_1..S12X001,1,1,1768800120,01 0522  137/SFT,1768820147,1768820150,1356,0,0
1768800120_5..S01R,032200_5..S01R,5,1,1768800120,05 0522  DYR/180,1768818887,1768818890,936,0,0
1768800150_4..N13X311,032250_4..N13X311,4,0,1768800150,04 0522+ BBR/WDL,1768821278,1768821281,1734,0,0
1768800180_5..N32R,032300_5..N32R,5,1,1768800180,05 0523  180/DYR,1768818956,1768818959,959,0,0
1768800300_1..N52R,032500_1..N52R,1,0,1768800300,01 0525  168/242,1768819157,1768819160,923,0,0
1768800330_7..N,032550_7..N,7,0,1768800330,07 0525+ 34H/MST,1768820666,1768820669,1395,0,0
1768800420_7..S,032700_7..S,7,1,1768800420,07 0527 MST/34H,1768820837,1768820840,1452,0,0
1768800450_4..S13X307,032750_4..S13X307,4,1,1768800450,04 0527+ WDL/BBR,1768821617,1768821620,1745,0,0
1768800600_6..S01R,033000_6..S01R,6,1,1768800600,06 0530  PEL/BBR,1768822097,1768822100,1805,0,0
1768800660_1..S52R,033100_1..S52R,1,1,1768800660,01 0531  242/168,1768819577,1768819580,963,0,0
1768800690_2..N08R,033150_2..N08R,2,0,1768800690,02 0531+ FLA/241,1768825049,1768825052,2757,0,0
1768800720_1..N10R,033200_1..N10R,1,0,1768800720,01 0532  SFT/137,1768820843,1768820846,1386,0,0
1768800750_6..N01R,033250_6..N01R,6,0,1768800750,06 0532+ BBR/PEL,1768822967,1768822970,2093,0,0
