trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1754452860_4..N13X355,024100_4..N13X355,4,0,1754452860,04 0401  BWG/WDL,1754470854,1754470860,1514,0,0
1754452890_6..N04X104,024150_6..N04X104,6,0,1754452890,06 0401+ 125/PEL,1754469121,1754469123,1039,0,0
1754452920_5..S32R,024200_5..S32R,5,1,1754452920,05 0402  DYR/180,1754467959,1754467965,707,0,0
1754452980_5..N32R,024300_5..N32R,5,0,1754452980,05 0403  180/DYR,1754468229,1754468235,779,0,0
1754453070_3..S01X028,024450_3..S01X028,3,1,1754453070,03 0404+ 148/NLT,1754472108,1754472111,1708,0,0
1754453130_1..S03R,024550_1..S03R,1,1,1754453130,01 0405+ 242/SFT,1754470989,1754470995,1470,0,0
1754453160_6..S04X102,024600_6..S04X102,6,1,1754453160,06 0406  MOT/BBR,1754469525,1754469528,1226,0,0
1754453340_2..S08R,024900_2..S08R,2,1,1754453340,02 0409  241/FLA,1754474469,1754474475,2398,0,0
1754453370_4..S05X010,024950_4..S05X010,4,1,1754453370,04 0409+ WDL/UTI,1754472264,1754472270,1729,0,0
1754453400_6..N04X001,025000_6..N04X001,6,0,1754453400,06 0410  BBR/MOT,1754469750,1754469753,1061,0,0
1754453430_7..N,025050_7..N,7,0,1754453430,07 0410+ 34H/MST,1754470380,1754470383,1264,0,0
1754453610_2..N08R,025350_2..N08R,2,0,1754453610,02 0413+ FLA/241,1754474070,1754474073,2212,0,0
1754453670_1..N03R,025450_1..N03R,1,0,1754453670,01 0414+ SFT/242,1754471508,1754471511,1449,0,0
1754453970_3..N01R,025950_3..N01R,3,0,1754453970,03 0419+ NLT/148,1754472708,1754472711,1689,0,0
1754454000_7..S,026000_7..S,7,1,1754454000,07 0420 MST/CHS,1754469729,1754469735,944,0,0
1754454060_4..N13X355,026100_4..N13X355,4,0,1754454060,04 0421  BWG/WDL,1754471949,1754471955,1487,0,0
