trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1758513600_7..S,024000_7..S,7,1,1758513600,07 0400 MST/34H,1758530110,1758530115,1057,0,0
1758513720_5..S32R,024200_5..S32R,5,1,1758513720,05 0402  DYR/180,1758528775,1758528780,715,0,0
1758513780_5..N32R,024300_5..N32R,5,0,1758513780,05 0403  180/DYR,1758528765,1758528768,712,0,0
1758513870_3..S88R,024450_3..S88R,3,1,1758513870,03 0404+ 148/34S,1758529725,1758529728,888,0,0
1758513930_1..S03R,024550_1..S03R,1,1,1758513930,01 0405+ 242/SFT,1758531755,1758531758,1449,0,0
1758514140_2..S08R,024900_2..S08R,2,1,1758514140,02 0409  241/FLA,1758534845,1758534848,2252,0,0
1758514170_4..S13R,024950_4..S13R,4,1,1758514170,04 0409+ WDL/NLT,1758527860,1758528573,311,0,0
1758514260_4..N06X314,025100_4..N06X314,4,0,1758514260,04 0411  ATL/WDL,1758532274,1758532280,1485,0,0
1758514350_6..N01X006,025250_6..N01X006,6,0,1758514350,06 0412+ BBR/PEL,1758532505,1758532508,1546,0,0
1758514410_2..N08R,025350_2..N08R,2,0,1758514410,02 0413+ FLA/241,1758534926,1758534929,2194,0,0
1758514470_1..N03R,025450_1..N03R,1,0,1758514470,01 0414+ SFT/242,1758532325,1758532328,1418,0,0
1758514500_6..S01X014,025500_6..S01X014,6,1,1758514500,06 0415  PEL/BBR,1758532361,1758532364,1428,0,0
1758514590_4..S13R,025650_4..S13R,4,1,1758514590,04 0416+ WDL/NLT,1758534536,1758534539,1719,0,0
1758514590_7..N,025650_7..N,7,0,1758514590,07 0416+ 34H/MST,1758531308,1758531311,1130,0,0
1758514800_7..S,026000_7..S,7,1,1758514800,07 0420 MST/34H,1758531296,1758531299,1046,0,0
1758514920_5..S32R,026200_5..S32R,5,1,1758514920,05 0422  DYR/180,1758529975,1758529980,716,0,0
1758514980_5..N32R,026300_5..N32R,5,0,1758514980,05 0423  180/DYR,1758530085,1758530088,745,0,0
1758515040_2..S08R,026400_2..S08R,2,1,1758515040,02 0424  241/FLA,1758535634,1758535640,2223,0,0
1758515070_3..S88R,026450_3..S88R,3,1,1758515070,03 0424+ 148/34S,1758530894,1758530900,876,0,0
1758515130_1..S03R,026550_1..S03R,1,1,1758515130,01 0425+ 242/SFT,1758532946,1758532949,1478,0,0
1758515130_3..N90R,026550_3..N90R,3,0,1758515130,03 0425+ 34S/148,1758531314,1758531320,988,0,0
1758515400_6..S01X014,027000_6..S01X014,6,1,1758515400,06 0430  PEL/BBR,1758533333,1758533336,1447,0,0
1758515460_4..N06X314,027100_4..N06X314,4,0,1758515460,04 0431  ATL/WDL,1758533495,1758533498,1490,0,0
1758515550_6..N01X006,027250_6..N01X006,6,0,1758515550,06 0432+ BBR/PEL,1758533486,1758533489,1488,0,0
1758515610_2..N08R,027350_2..N08R,2,0,1758515610,02 0433+ FLA/241,1758536054,1758536060,2213,0,0
1758515670_1..N03R,027450_1..N03R,1,0,1758515670,01 0434+ SFT/242,1758533606,1758533609,1440,0,0
1758515670_7..S,027450_7..S,7,1,1758515670,07 0434+ MST/34H,1758532118,1758532121,1053,0,0
1758515790_7..N,027650_7..N,7,0,1758515790,07 0436+ 34H/MST,1758532376,1758532379,1122,0,0
1758515910_4..S01R,027850_4..S01R,4,1,1758515910,04 0438+ WDL/NLT,1758534896,1758534899,1819,0,0
1758515940_2..S01R,027900_2..S01R,2,1,1758515940,02 0439  241/FLA,1758536075,1758536078,2099,0,0
1758516120_5..S32R,028200_5..S32R,5,1,1758516120,05 0442  DYR/180,1758531215,1758531218,721,0,0
1758516120_6..S01X014,028200_6..S01X014,6,1,1758516120,06 0442  PEL/BBR,1758534026,1758534029,1472,0,0
1758516150_1..S03R,028250_1..S03R,1,1,1758516150,01 0442+ 242/SFT,1758533966,1758533969,1072,0,0
1758516180_5..N32R,028300_5..N32R,5,0,1758516180,05 0443  180/DYR,1758531236,1758531239,727,0,0
1758516330_3..N90R,028550_3..N90R,3,0,1758516330,03 0445+ 34S/148,1758532406,1758532409,959,0,0
1758516390_7..S,028650_7..S,7,1,1758516390,07 0446+ MST/34H,1758532739,1758532745,1054,0,0
1758516510_4..S01R,028850_4..S01R,4,1,1758516510,04 0448+ WDL/NLT,1758535676,1758535679,1833,0,0
1758516660_4..N13X006,029100_4..N13X006,4,0,1758516660,04 0451  ATL/WDL,1758535346,1758535349,1665,0,0
