trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1767762000_GS.N01R,030000_GS.N01R,GS,0,1767762000,0S 0500  GCS/TSS,1767780065,1767780071,394,0,0
1767762060_4..N,030100_4..N,4,0,1767762060,04 0501  NLT/WDL,1767785150,1767785156,466,0,0
1767762060_4..N01R,030100_4..N01R,4,0,1767762060,04 0501  NLT/WDL,1767782834,1767782840,950,0,0
1767762090_3..S01R,030150_3..S01R,3,1,1767762090,03 0501+ 148/NLT,1767783950,1767783956,1173,0,0
1767762150_4..S01X102,030250_4..S01X102,4,1,1767762150,04 0502+ 3AB/NLT,1767783419,1767783425,1067,0,0
1767762180_5..N32R,030300_5..N32R,5,0,1767762180,05 0503  180/DYR,1767780785,1767780791,538,0,0
1767762210_GS.S01R,030350_GS.S01R,GS,1,1767762210,0S 0503+ TSS/GCS,1767780230,1767780236,427,0,0
1767762330_3..N90R,030550_3..N90R,3,0,1767762330,03 0505+ 34S/148,1767781760,1767781766,673,0,0
1767762330_6..S,030550_6..S,6,1,1767762330,/6 0505+ PEL/BBR,1767784124,1767784130,96,0,0
1767762330_6..S01R,030550_6..S01R,6,1,1767762330,06 0505+ PEL/BBR,1767783515,1767783521,1026,0,0
1767762360_4..S05R,030600_4..S05R,4,1,1767762360,04 0506  WDL/UTI,1767784664,1767784670,1256,0,0
1767762540_1..S03R,030900_1..S03R,1,1,1767762540,01 0509  242/SFT,1767783914,1767783920,1106,0,0
1767762540_2..S01R,030900_2..S01R,2,1,1767762540,02 0509  241/FLA,1767786440,1767786443,1658,0,0
1767762540_4..N01X052,030900_4..N01X052,4,0,1767762540,04 0509  MOT/WDL,1767781778,1767781781,677,0,0
1767762540_7..N,030900_7..N,7,0,1767762540,07 0509 34H/MST,1767782804,1767782810,823,0,0
1767762570_7..S,030950_7..S,7,1,1767762570,07 0509+ MST/34H,1767782741,1767782744,810,0,0
1767762600_GS.N01R,031000_GS.N01R,GS,0,1767762600,0S 0510  GCS/TSS,1767780680,1767780686,397,0,0
1767762630_2..S08X039,031050_2..S08X039,2,1,1767762630,02 0510+ ATL/FLA,1767781739,1767781745,609,0,0
1767762690_3..S88R,031150_3..S88R,3,1,1767762690,03 0511+ 148/34S,1767782000,1767782006,663,0,0
1767762720_5..S03R,031200_5..S03R,5,1,1767762720,05 0512  DYR/FLA,1767785609,1767785615,1395,0,0
1767762750_5..S02R,031250_5..S02R,5,1,1767762750,05 0512+ 180/FLA,1767784994,1767785000,1253,0,0
1767762780_4..N01R,031300_4..N01R,4,0,1767762780,04 0513  NLT/WDL,1767785570,1767785576,1378,0,0
1767762780_6..S01R,031300_6..S01R,6,1,1767762780,06 0513  PEL/BBR,1767781199,1767781205,463,0,0
1767762810_GS.S01R,031350_GS.S01R,GS,1,1767762810,0S 0513+ TSS/GCS,1767780851,1767780854,431,0,0
1767762840_4..S06R,031400_4..S06R,4,1,1767762840,04 0514  WDL/UTI,1767784700,1767784706,1202,0,0
1767762870_1..N03R,031450_1..N03R,1,0,1767762870,01 0514+ SFT/242,1767784115,1767784121,1026,0,0
1767762900_6..N01R,031500_6..N01R,6,0,1767762900,06 0515  BBR/PEL,1767784376,1767784379,1758,0,0
1767763020_1..S03R,031700_1..S03R,1,1,1767763020,01 0517  242/SFT,1767784334,1767784340,1070,0,0
1767763050_3..S01R,031750_3..S01R,3,1,1767763050,03 0517+ 148/NLT,1767785729,1767785735,1349,0,0
1767763050_7..S,031750_7..S,7,1,1767763050,07 0517+ MST/34H,1767783200,1767783206,816,0,0
1767763170_6..S,031950_6..S,6,1,1767763170,E6 0519+ PEL/BBR,1767784454,1767784460,324,0,0
1767763170_6..S01R,031950_6..S01R,6,1,1767763170,06 0519+ PEL/BBR,1767782834,1767782840,704,0,0
1767763200_GS.N01R,032000_GS.N01R,GS,0,1767763200,0S 0520  GCS/TSS,1767781274,1767781280,396,0,0
1767763260_2..N01R,032100_2..N01R,2,0,1767763260,02 0521  FLA/241,1767786734,1767786740,1557,0,0
1767763260_2..S01R,032100_2..S01R,2,1,1767763260,02 0521  241/FLA,1767787139,1767787145,1665,0,0
1767763320_4..S06R,032200_4..S06R,4,1,1767763320,04 0522  WDL/UTI,1767785399,1767785405,1228,0,0
1767763380_5..N32R,032300_5..N32R,5,0,1767763380,05 0523  180/DYR,1767782456,1767782459,634,0,0
1767763380_6..S01R,032300_6..S01R,6,1,1767763380,E6 0523  PEL/BBR,1767785480,1767785486,820,0,0
1767763410_7..S,032350_7..S,7,1,1767763410,07 0523+ MST/34H,1767783491,1767783494,817,0,0
1767763410_GS.S01R,032350_GS.S01R,GS,1,1767763410,0S 0523+ TSS/GCS,1767781430,1767781436,427,0,0
1767763440_5..S03R,032400_5..S03R,5,1,1767763440,05 0524  DYR/FLA,1767783944,1767783950,931,0,0
1767763500_1..S03R,032500_1..S03R,1,1,1767763500,01 0525  242/SFT,1767784766,1767784769,1036,0,0
1767763500_4..N01R,032500_4..N01R,4,0,1767763500,04 0525  NLT/WDL,1767786359,1767786365,1397,0,0
1767763530_3..N90R,032550_3..N90R,3,0,1767763530,03 0525+ 34S/148,1767782984,1767782990,680,0,0
1767763620_6..S01R,032700_6..S01R,6,1,1767763620,06 0527  PEL/BBR,1767785918,1767785921,1247,0,0
1767763680_7..N,032800_7..N,7,0,1767763680,07 0528 34H/MST,1767784004,1767784010,843,0,0
1767763770_4..S37R,032950_4..S37R,4,1,1767763770,04 0529+ WDL/BWG,1767784679,1767784685,959,0,0
1767763770_7..S,032950_7..S,7,1,1767763770,07 0529+ MST/34H,1767783959,1767783965,832,0,0
1767763800_GS.N01R,033000_GS.N01R,GS,0,1767763800,0S 0530  GCS/TSS,1767781886,1767781889,400,0,0
1767763890_2..S01R,033150_2..S01R,2,1,1767763890,02 0531+ 241/FLA,1767787559,1767787565,1655,0,0
1767763920_3..S01R,033200_3..S01R,3,1,1767763920,03 0532  148/NLT,1767786200,1767786203,1294,0,0
1767763920_5..S,033200_5..S,5,1,1767763920,05 0532  DYR/FLA,1767788435,1767788438,813,0,0
1767763920_5..S03R,033200_5..S03R,5,1,1767763920,05 0532  DYR/FLA,1767783869,1767783875,797,0,0
1767763980_1..S03R,033300_1..S03R,1,1,1767763980,01 0533  242/SFT,1767781514,1767781526,324,0,0
1767764010_4..N01R,033350_4..N01R,4,0,1767764010,04 0533+ NLT/WDL,1767786824,1767786830,1460,0,0
1767764010_GS.S01R,033350_GS.S01R,GS,1,1767764010,0S 0533+ TSS/GCS,1767782039,1767782045,431,0,0
1767764040_6..S01R,033400_6..S01R,6,1,1767764040,06 0534  PEL/BBR,1767786239,1767786245,1286,0,0
1767764070_1..N03R,033450_1..N03R,1,0,1767764070,01 0534+ SFT/242,1767785489,1767785495,1069,0,0
1767764250_7..S,033750_7..S,7,1,1767764250,07 0537+ MST/34H,1767784454,1767784460,807,0,0
1767764280_4..S,033800_4..S,4,1,1767764280,04 0538  WDL/UTI,1767787475,1767787478,623,0,0
1767764280_4..S06R,033800_4..S06R,4,1,1767764280,04 0538  WDL/UTI,1767783689,1767783695,701,0,0
1767764280_6..N01R,033800_6..N01R,6,0,1767764280,06 0538  BBR/PEL,1767785849,1767785855,1149,0,0
1767764310_3..N01R,033850_3..N01R,3,0,1767764310,03 0538+ NLT/148,1767786311,1767786314,1264,0,0
1767764400_GS.N01R,034000_GS.N01R,GS,0,1767764400,0S 0540  GCS/TSS,1767782474,1767782480,398,0,0
1767764460_1..S03R,034100_1..S03R,1,1,1767764460,01 0541  242/SFT,1767785951,1767785954,1113,0,0
1767764460_6..S,034100_6..S,6,1,1767764460,E6 0541  PEL/BBR,1767786059,1767786065,300,1,0
1767764460_6..S01R,034100_6..S01R,6,1,1767764460,06 0541  PEL/BBR,1767784679,1767784685,839,0,0
1767764490_2..S01R,034150_2..S01R,2,1,1767764490,02 0541+ 241/FLA,1767788345,1767788348,1707,0,0
1767764490_4..N02R,034150_4..N02R,4,0,1767764490,04 0541+ NLT/WDL,1767787313,1767787316,1471,0,0
1767764520_5..S,034200_5..S,5,1,1767764520,E5 0542  DYR/FLA,1767787994,1767788000,826,0,0
