trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1762750860_4..N01R,030100_4..N01R,4,0,1762750860,04 0501  NLT/WDL,1762773656,1762773659,1749,0,0
1762750890_3..S01R,030150_3..S01R,3,1,1762750890,03 0501+ 148/NLT,1762773056,1762773059,1590,0,0
1762750950_7..N,030250_7..N,7,0,1762750950,07 0502+ 34H/G-C,1762769399,1762769405,627,0,0
1762750980_5..N32R,030300_5..N32R,5,0,1762750980,05 0503  180/DYR,1762769705,1762769708,698,0,0
1762751040_7..S,030400_7..S,7,1,1762751040,07 0504 WPT/34H,1762771031,1762771034,1034,0,0
1762751130_3..N90R,030550_3..N90R,3,0,1762751130,03 0505+ 34S/148,1762770584,1762770590,857,0,0
1762751130_6..S01R,030550_6..S01R,6,1,1762751130,06 0505+ PEL/BBR,1762772705,1762772708,1423,0,0
1762751160_2..N08R,030600_2..N08R,2,0,1762751160,02 0506  FLA/241,1762775544,1762775549,2128,0,0
1762751160_4..S05R,030600_4..S05R,4,1,1762751160,04 0506  WDL/UTI,1762773284,1762773290,1473,0,0
1762751250_7..N,030750_7..N,7,0,1762751250,=7 0507+ G-C/WPT,1762771349,1762771355,515,0,0
1762751340_1..S03R,030900_1..S03R,1,1,1762751340,01 0509  242/SFT,1762772684,1762772690,1418,0,0
1762751340_2..S01R,030900_2..S01R,2,1,1762751340,02 0509  241/FLA,1762769489,1762769495,568,0,0
1762751370_7..S,030950_7..S,7,1,1762751370,07 0509+ MST/34H,1762771625,1762771628,1094,0,0
1762751490_3..S88R,031150_3..S88R,3,1,1762751490,03 0511+ 148/34S,1762770674,1762770680,808,0,0
1762751490_6..N01R,031150_6..N01R,6,0,1762751490,06 0511+ BBR/PEL,1762773185,1762773188,1656,0,0
1762751520_5..S03R,031200_5..S03R,5,1,1762751520,05 0512  DYR/FLA,1762774625,1762774628,1853,0,0
1762751520_7..N,031200_7..N,7,0,1762751520,07 0512 34H/MST,1762772009,1762772015,1117,0,0
1762751550_5..S02R,031250_5..S02R,5,1,1762751550,05 0512+ 180/FLA,1762773644,1762773650,1588,0,0
1762751580_4..N01R,031300_4..N01R,4,0,1762751580,04 0513  NLT/WDL,1762774526,1762774529,1829,0,0
1762751580_6..S01R,031300_6..S01R,6,1,1762751580,06 0513  PEL/BBR,1762772996,1762772999,1428,0,0
1762751640_4..S06R,031400_4..S06R,4,1,1762751640,04 0514  WDL/UTI,1762773209,1762773215,1485,0,0
1762751670_1..N03R,031450_1..N03R,1,0,1762751670,01 0514+ SFT/242,1762772954,1762772960,1348,0,0
1762751700_2..S01R,031500_2..S01R,2,1,1762751700,02 0515  241/FLA,1762775474,1762775480,1546,0,0
1762751820_1..S03R,031700_1..S03R,1,1,1762751820,01 0517  242/SFT,1762773116,1762773119,1391,0,0
1762751850_3..S01R,031750_3..S01R,3,1,1762751850,03 0517+ 148/NLT,1762773734,1762773740,1555,0,0
1762751850_7..S,031750_7..S,7,1,1762751850,07 0517+ MST/34H,1762772024,1762772030,1060,0,0
1762751970_6..S01R,031950_6..S01R,6,1,1762751970,06 0519+ PEL/BBR,1762773464,1762773470,1411,0,0
1762752060_2..N01R,032100_2..N01R,2,0,1762752060,02 0521  FLA/241,1762775714,1762775720,1950,0,0
1762752060_2..S01R,032100_2..S01R,2,1,1762752060,02 0521  241/FLA,1762769501,1762769528,357,0,0
1762752120_4..S06R,032200_4..S06R,4,1,1762752120,04 0522  WDL/UTI,1762774304,1762774310,1628,0,0
1762752180_5..N32R,032300_5..N32R,5,1,1762752180,05 0523  180/DYR,1762771004,1762771010,755,0,0
1762752240_5..S03R,032400_5..S03R,5,1,1762752240,05 0524  DYR/FLA,1762775015,1762775018,1801,0,0
1762752300_1..S03R,032500_1..S03R,1,1,1762752300,01 0525  242/SFT,1762773935,1762773938,1463,0,0
1762752330_3..N90R,032550_3..N90R,3,0,1762752330,03 0525+ 34S/148,1762771775,1762771778,888,0,0
1762752390_7..S,032650_7..S,7,1,1762752390,07 0526+ MST/34H,1762772780,1762772783,1179,0,0
1762752420_6..S01R,032700_6..S01R,6,1,1762752420,06 0527  PEL/BBR,1762773890,1762773893,1451,0,0
1762752420_7..N,032700_7..N,7,0,1762752420,07 0527 34H/MST,1762772789,1762772795,1161,0,0
1762752450_4..N01R,032750_4..N01R,4,0,1762752450,04 0527+ NLT/WDL,1762775525,1762775529,1540,0,0
1762752570_4..S37R,032950_4..S37R,4,1,1762752570,04 0529+ WDL/BWG,1762773359,1762773365,1234,0,0
1762752630_6..N01R,033050_6..N01R,6,0,1762752630,06 0530+ BBR/PEL,1762774244,1762774250,1932,0,0
1762752690_2..S01R,033150_2..S01R,2,1,1762752690,02 0531+ 241/FLA,1762776185,1762776189,1895,0,0
1762752720_3..S01R,033200_3..S01R,3,1,1762752720,03 0532  148/NLT,1762774676,1762774679,1574,0,0
1762752720_5..S03R,033200_5..S03R,5,1,1762752720,05 0532  DYR/FLA,1762775574,1762775579,1770,0,0
1762752840_6..S01R,033400_6..S01R,6,1,1762752840,06 0534  PEL/BBR,1762774283,1762774286,1472,0,0
1762752870_1..N03R,033450_1..N03R,1,0,1762752870,01 0534+ SFT/242,1762774154,1762774160,1364,0,0
1762752870_2..N01R,033450_2..N01R,2,0,1762752870,02 0534+ FLA/241,1762776395,1762776399,1860,0,0
1762753020_1..S03R,033700_1..S03R,1,1,1762753020,01 0537  242/SFT,1762774325,1762774328,2092,0,0
1762753020_7..N,033700_7..N,7,0,1762753020,07 0537 34H/MST,1762773488,1762773491,1189,0,0
1762753050_7..S,033750_7..S,7,1,1762753050,07 0537+ MST/34H,1762773458,1762773461,1181,0,0
1762753080_4..S06R,033800_4..S06R,4,1,1762753080,04 0538  WDL/UTI,1762774790,1762774793,1523,0,0
1762753110_3..N01R,033850_3..N01R,3,0,1762753110,03 0538+ NLT/148,1762775093,1762775099,1592,0,0
1762753290_2..S01R,034150_2..S01R,2,1,1762753290,02 0541+ 241/FLA,1762776827,1762776830,1871,0,0
1762753290_4..N02R,034150_4..N02R,4,0,1762753290,04 0541+ NLT/WDL,1762776095,1762776099,1723,0,0
1762753320_5..S03R,034200_5..S03R,5,1,1762753320,05 0542  DYR/FLA,1762775954,1762775960,1695,0,0
1762753380_5..N01R,034300_5..N01R,5,0,1762753380,05 0543  180/DYR,1762772315,1762772318,801,0,0
1762753410_7..S,034350_7..S,7,1,1762753410,07 0543+ MST/34H,1762773659,1762773665,1136,0,0
1762753500_4..S06R,034500_4..S06R,4,1,1762753500,04 0545  WDL/UTI,1762775379,1762775384,1498,0,0
1762753500_6..S01R,034500_6..S01R,6,1,1762753500,06 0545  PEL/BBR,1762775244,1762775249,1382,0,0
1762753560_3..N90R,034600_3..N90R,3,0,1762753560,03 0546  34S/148,1762773206,1762773209,961,0,0
1762753560_3..S01R,034600_3..S01R,3,1,1762753560,03 0546  148/NLT,1762775514,1762775519,1526,0,0
1762753620_7..N,034700_7..N,7,0,1762753620,07 0547 34H/MST,1762773809,1762773815,1094,0,0
1762753650_5..N60R,034750_5..N60R,5,0,1762753650,05 0547+ NLT/DYR,1762777055,1762777059,1839,0,0
1762753710_1..N03R,034850_1..N03R,1,0,1762753710,01 0548+ SFT/242,1762775024,1762775030,1422,0,0
1762753740_1..S03R,034900_1..S03R,1,1,1762753740,01 0549  242/SFT,1762775294,1762775300,1481,0,0
1762753740_2..N01R,034900_2..N01R,2,0,1762753740,02 0549  FLA/241,1762777694,1762777700,1967,0,0
1762753770_7..S,034950_7..S,7,1,1762753770,07 0549+ MST/34H,1762774004,1762774010,1145,0,0
1762753800_5..S03R,035000_5..S03R,5,1,1762753800,05 0550  DYR/FLA,1762776684,1762776689,1685,0,0
